Internal ID,BasePrice,Brand,Colorway,Internalid,ItemName,MSRP,ParentStyle,SKU,Season,Size,Status,UPC,Width,Year,image
19520,120.5,Twisted X,Black/Black,19520,WRR0004 : WRR0004-C-08.5,229.95 ,WRR0004,WRR0004-C-08.5,Spring,08.5,Inactive,884882169334,C,2015,https://system.netsuite.com/core/media/media.nl?id=5766&c=4138030&h=5uNrwu46HnwmqObL8QkXRc7DzM6LvusCbq6BRKBq0DgUU9Jd
19521,120.5,Twisted X,Black/Black,19521,WRR0004 : WRR0004-C-09,229.95 ,WRR0004,WRR0004-C-09,Spring,09,Inactive,884882169341,C,2015,https://system.netsuite.com/core/media/media.nl?id=5766&c=4138030&h=5uNrwu46HnwmqObL8QkXRc7DzM6LvusCbq6BRKBq0DgUU9Jd
19522,120.5,Twisted X,Black/Black,19522,WRR0004 : WRR0004-C-09.5,229.95 ,WRR0004,WRR0004-C-09.5,Spring,09.5,Inactive,884882169358,C,2015,https://system.netsuite.com/core/media/media.nl?id=5766&c=4138030&h=5uNrwu46HnwmqObL8QkXRc7DzM6LvusCbq6BRKBq0DgUU9Jd
19523,120.5,Twisted X,Black/Black,19523,WRR0004 : WRR0004-C-10,229.95 ,WRR0004,WRR0004-C-10,Spring,10,Inactive,884882169365,C,2015,https://system.netsuite.com/core/media/media.nl?id=5766&c=4138030&h=5uNrwu46HnwmqObL8QkXRc7DzM6LvusCbq6BRKBq0DgUU9Jd
19524,120.5,Twisted X,Black/Black,19524,WRR0004 : WRR0004-C-11,229.95 ,WRR0004,WRR0004-C-11,Spring,11,Inactive,884882169372,C,2015,https://system.netsuite.com/core/media/media.nl?id=5766&c=4138030&h=5uNrwu46HnwmqObL8QkXRc7DzM6LvusCbq6BRKBq0DgUU9Jd
19526,75,Twisted X,Marble/Green,19526,WRS0001 : WRS0001-A-07.5,144.95 ,WRS0001,WRS0001-A-07.5,Spring,07.5,Inactive,884882027238,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19527,75,Twisted X,Marble/Green,19527,WRS0001 : WRS0001-A-08,144.95 ,WRS0001,WRS0001-A-08,Spring,08,Inactive,884882027245,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19528,75,Twisted X,Marble/Green,19528,WRS0001 : WRS0001-A-08.5,144.95 ,WRS0001,WRS0001-A-08.5,Spring,08.5,Inactive,884882027252,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19529,75,Twisted X,Marble/Green,19529,WRS0001 : WRS0001-A-09,144.95 ,WRS0001,WRS0001-A-09,Spring,09,Inactive,884882027269,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19530,75,Twisted X,Marble/Green,19530,WRS0001 : WRS0001-A-09.5,144.95 ,WRS0001,WRS0001-A-09.5,Spring,09.5,Inactive,884882027276,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19531,75,Twisted X,Marble/Green,19531,WRS0001 : WRS0001-A-10,144.95 ,WRS0001,WRS0001-A-10,Spring,10,Inactive,884882031297,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
25721,75,Twisted X,Marble/Green,25721,WRS0001 : WRS0001-A-10.5,144.95 ,WRS0001,WRS0001-A-10.5,Spring,10.5,Inactive,884882032447,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19532,75,Twisted X,Marble/Green,19532,WRS0001 : WRS0001-A-11,144.95 ,WRS0001,WRS0001-A-11,Spring,11,Inactive,884882032454,A,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19533,75,Twisted X,Marble/Green,19533,WRS0001 : WRS0001-B-05.5,144.95 ,WRS0001,WRS0001-B-05.5,Spring,05.5,Inactive,884882027283,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19534,75,Twisted X,Marble/Green,19534,WRS0001 : WRS0001-B-06,144.95 ,WRS0001,WRS0001-B-06,Spring,06,Inactive,884882027290,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19535,75,Twisted X,Marble/Green,19535,WRS0001 : WRS0001-B-06.5,144.95 ,WRS0001,WRS0001-B-06.5,Spring,06.5,Inactive,884882027306,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19536,75,Twisted X,Marble/Green,19536,WRS0001 : WRS0001-B-07,144.95 ,WRS0001,WRS0001-B-07,Spring,07,Inactive,884882027313,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19537,75,Twisted X,Marble/Green,19537,WRS0001 : WRS0001-B-07.5,144.95 ,WRS0001,WRS0001-B-07.5,Spring,07.5,Inactive,884882027320,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19538,75,Twisted X,Marble/Green,19538,WRS0001 : WRS0001-B-08,144.95 ,WRS0001,WRS0001-B-08,Spring,08,Inactive,884882027337,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19539,75,Twisted X,Marble/Green,19539,WRS0001 : WRS0001-B-08.5,144.95 ,WRS0001,WRS0001-B-08.5,Spring,08.5,Inactive,884882027344,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19540,75,Twisted X,Marble/Green,19540,WRS0001 : WRS0001-B-09,144.95 ,WRS0001,WRS0001-B-09,Spring,09,Inactive,884882027351,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19541,75,Twisted X,Marble/Green,19541,WRS0001 : WRS0001-B-09.5,144.95 ,WRS0001,WRS0001-B-09.5,Spring,09.5,Inactive,884882027368,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19542,75,Twisted X,Marble/Green,19542,WRS0001 : WRS0001-B-10,144.95 ,WRS0001,WRS0001-B-10,Spring,10,Inactive,884882027375,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
25722,75,Twisted X,Marble/Green,25722,WRS0001 : WRS0001-B-10.5,144.95 ,WRS0001,WRS0001-B-10.5,Spring,10.5,Inactive,884882032461,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19543,75,Twisted X,Marble/Green,19543,WRS0001 : WRS0001-B-11,144.95 ,WRS0001,WRS0001-B-11,Spring,11,Inactive,884882032478,B,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19544,75,Twisted X,Marble/Green,19544,WRS0001 : WRS0001-C-05.5,144.95 ,WRS0001,WRS0001-C-05.5,Spring,05.5,Inactive,884882027382,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19545,75,Twisted X,Marble/Green,19545,WRS0001 : WRS0001-C-06,144.95 ,WRS0001,WRS0001-C-06,Spring,06,Inactive,884882027399,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19546,75,Twisted X,Marble/Green,19546,WRS0001 : WRS0001-C-06.5,144.95 ,WRS0001,WRS0001-C-06.5,Spring,06.5,Inactive,884882027405,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19547,75,Twisted X,Marble/Green,19547,WRS0001 : WRS0001-C-07,144.95 ,WRS0001,WRS0001-C-07,Spring,07,Inactive,884882027412,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19548,75,Twisted X,Marble/Green,19548,WRS0001 : WRS0001-C-07.5,144.95 ,WRS0001,WRS0001-C-07.5,Spring,07.5,Inactive,884882027429,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19549,75,Twisted X,Marble/Green,19549,WRS0001 : WRS0001-C-08,144.95 ,WRS0001,WRS0001-C-08,Spring,08,Inactive,884882027436,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19550,75,Twisted X,Marble/Green,19550,WRS0001 : WRS0001-C-08.5,144.95 ,WRS0001,WRS0001-C-08.5,Spring,08.5,Inactive,884882027443,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19551,75,Twisted X,Marble/Green,19551,WRS0001 : WRS0001-C-09,144.95 ,WRS0001,WRS0001-C-09,Spring,09,Inactive,884882027450,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19552,75,Twisted X,Marble/Green,19552,WRS0001 : WRS0001-C-09.5,144.95 ,WRS0001,WRS0001-C-09.5,Spring,09.5,Inactive,884882027467,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19553,75,Twisted X,Marble/Green,19553,WRS0001 : WRS0001-C-10,144.95 ,WRS0001,WRS0001-C-10,Spring,10,Inactive,884882032485,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
25723,75,Twisted X,Marble/Green,25723,WRS0001 : WRS0001-C-10.5,144.95 ,WRS0001,WRS0001-C-10.5,Spring,10.5,Inactive,884882032492,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19554,75,Twisted X,Marble/Green,19554,WRS0001 : WRS0001-C-11,144.95 ,WRS0001,WRS0001-C-11,Spring,11,Inactive,884882032508,C,2006,https://system.netsuite.com/core/media/media.nl?id=4144&c=4138030&h=HHr6iKVBwgWVL3KmITV0E4MrX4_7f9PP9PbTYcGkO8vQke1Y
19556,93.5,Twisted X,Brown/Purple,19556,WRS0002 : WRS0002-B-05.5,179.95 ,WRS0002,WRS0002-B-05.5,Spring,05.5,Inactive,884882027474,B,2006,
19557,93.5,Twisted X,Brown/Purple,19557,WRS0002 : WRS0002-B-06,179.95 ,WRS0002,WRS0002-B-06,Spring,06,Inactive,884882027481,B,2006,
19558,93.5,Twisted X,Brown/Purple,19558,WRS0002 : WRS0002-B-06.5,179.95 ,WRS0002,WRS0002-B-06.5,Spring,06.5,Inactive,884882027498,B,2006,
19559,93.5,Twisted X,Brown/Purple,19559,WRS0002 : WRS0002-B-07,179.95 ,WRS0002,WRS0002-B-07,Spring,07,Inactive,884882027504,B,2006,
19560,93.5,Twisted X,Brown/Purple,19560,WRS0002 : WRS0002-B-07.5,179.95 ,WRS0002,WRS0002-B-07.5,Spring,07.5,Inactive,884882027511,B,2006,
19561,93.5,Twisted X,Brown/Purple,19561,WRS0002 : WRS0002-B-08,179.95 ,WRS0002,WRS0002-B-08,Spring,08,Inactive,884882027528,B,2006,
19562,93.5,Twisted X,Brown/Purple,19562,WRS0002 : WRS0002-B-08.5,179.95 ,WRS0002,WRS0002-B-08.5,Spring,08.5,Inactive,884882027535,B,2006,
19563,93.5,Twisted X,Brown/Purple,19563,WRS0002 : WRS0002-B-09,179.95 ,WRS0002,WRS0002-B-09,Spring,09,Inactive,884882027542,B,2006,
19564,93.5,Twisted X,Brown/Purple,19564,WRS0002 : WRS0002-B-09.5,179.95 ,WRS0002,WRS0002-B-09.5,Spring,09.5,Inactive,884882027559,B,2006,
19565,93.5,Twisted X,Brown/Purple,19565,WRS0002 : WRS0002-B-10,179.95 ,WRS0002,WRS0002-B-10,Spring,10,Inactive,884882027566,B,2006,
19566,93.5,Twisted X,Brown/Purple,19566,WRS0002 : WRS0002-C-05.5,179.95 ,WRS0002,WRS0002-C-05.5,Spring,05.5,Inactive,884882027573,C,2006,
19567,93.5,Twisted X,Brown/Purple,19567,WRS0002 : WRS0002-C-06,179.95 ,WRS0002,WRS0002-C-06,Spring,06,Inactive,884882027580,C,2006,
19568,93.5,Twisted X,Brown/Purple,19568,WRS0002 : WRS0002-C-06.5,179.95 ,WRS0002,WRS0002-C-06.5,Spring,06.5,Inactive,884882027597,C,2006,
19569,93.5,Twisted X,Brown/Purple,19569,WRS0002 : WRS0002-C-07,179.95 ,WRS0002,WRS0002-C-07,Spring,07,Inactive,884882027603,C,2006,
19570,93.5,Twisted X,Brown/Purple,19570,WRS0002 : WRS0002-C-07.5,179.95 ,WRS0002,WRS0002-C-07.5,Spring,07.5,Inactive,884882027610,C,2006,
19571,93.5,Twisted X,Brown/Purple,19571,WRS0002 : WRS0002-C-08,179.95 ,WRS0002,WRS0002-C-08,Spring,08,Inactive,884882027627,C,2006,
19572,93.5,Twisted X,Brown/Purple,19572,WRS0002 : WRS0002-C-08.5,179.95 ,WRS0002,WRS0002-C-08.5,Spring,08.5,Inactive,884882027634,C,2006,
19573,93.5,Twisted X,Brown/Purple,19573,WRS0002 : WRS0002-C-09,179.95 ,WRS0002,WRS0002-C-09,Spring,09,Inactive,884882027641,C,2006,
19574,93.5,Twisted X,Brown/Purple,19574,WRS0002 : WRS0002-C-09.5,179.95 ,WRS0002,WRS0002-C-09.5,Spring,09.5,Inactive,884882027658,C,2006,
19575,93.5,Twisted X,Brown/Purple,19575,WRS0002 : WRS0002-C-10,179.95 ,WRS0002,WRS0002-C-10,Spring,10,Inactive,884882033468,C,2006,
19577,75,Twisted X,Marble/Pink,19577,WRS0003 : WRS0003-B-05.5,144.95 ,WRS0003,WRS0003-B-05.5,Fall,05.5,Inactive,884882039156,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19578,75,Twisted X,Marble/Pink,19578,WRS0003 : WRS0003-B-06,144.95 ,WRS0003,WRS0003-B-06,Fall,06,Inactive,884882039163,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19579,75,Twisted X,Marble/Pink,19579,WRS0003 : WRS0003-B-06.5,144.95 ,WRS0003,WRS0003-B-06.5,Fall,06.5,Inactive,884882039170,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19580,75,Twisted X,Marble/Pink,19580,WRS0003 : WRS0003-B-07,144.95 ,WRS0003,WRS0003-B-07,Fall,07,Inactive,884882039187,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19581,75,Twisted X,Marble/Pink,19581,WRS0003 : WRS0003-B-07.5,144.95 ,WRS0003,WRS0003-B-07.5,Fall,07.5,Inactive,884882039194,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19582,75,Twisted X,Marble/Pink,19582,WRS0003 : WRS0003-B-08,144.95 ,WRS0003,WRS0003-B-08,Fall,08,Inactive,884882039200,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19583,75,Twisted X,Marble/Pink,19583,WRS0003 : WRS0003-B-08.5,144.95 ,WRS0003,WRS0003-B-08.5,Fall,08.5,Inactive,884882039217,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19584,75,Twisted X,Marble/Pink,19584,WRS0003 : WRS0003-B-09,144.95 ,WRS0003,WRS0003-B-09,Fall,09,Inactive,884882039224,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19585,75,Twisted X,Marble/Pink,19585,WRS0003 : WRS0003-B-09.5,144.95 ,WRS0003,WRS0003-B-09.5,Fall,09.5,Inactive,884882039231,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19586,75,Twisted X,Marble/Pink,19586,WRS0003 : WRS0003-B-10,144.95 ,WRS0003,WRS0003-B-10,Fall,10,Inactive,884882039248,B,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19587,75,Twisted X,Marble/Pink,19587,WRS0003 : WRS0003-C-05.5,144.95 ,WRS0003,WRS0003-C-05.5,Fall,05.5,Inactive,884882039255,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19588,75,Twisted X,Marble/Pink,19588,WRS0003 : WRS0003-C-06,144.95 ,WRS0003,WRS0003-C-06,Fall,06,Inactive,884882039262,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19589,75,Twisted X,Marble/Pink,19589,WRS0003 : WRS0003-C-06.5,144.95 ,WRS0003,WRS0003-C-06.5,Fall,06.5,Inactive,884882039279,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19590,75,Twisted X,Marble/Pink,19590,WRS0003 : WRS0003-C-07,144.95 ,WRS0003,WRS0003-C-07,Fall,07,Inactive,884882039286,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19591,75,Twisted X,Marble/Pink,19591,WRS0003 : WRS0003-C-07.5,144.95 ,WRS0003,WRS0003-C-07.5,Fall,07.5,Inactive,884882039293,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19592,75,Twisted X,Marble/Pink,19592,WRS0003 : WRS0003-C-08,144.95 ,WRS0003,WRS0003-C-08,Fall,08,Inactive,884882039309,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19593,75,Twisted X,Marble/Pink,19593,WRS0003 : WRS0003-C-08.5,144.95 ,WRS0003,WRS0003-C-08.5,Fall,08.5,Inactive,884882039316,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19594,75,Twisted X,Marble/Pink,19594,WRS0003 : WRS0003-C-09,144.95 ,WRS0003,WRS0003-C-09,Fall,09,Inactive,884882039323,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19595,75,Twisted X,Marble/Pink,19595,WRS0003 : WRS0003-C-09.5,144.95 ,WRS0003,WRS0003-C-09.5,Fall,09.5,Inactive,884882039330,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19596,75,Twisted X,Marble/Pink,19596,WRS0003 : WRS0003-C-10,144.95 ,WRS0003,WRS0003-C-10,Fall,10,Inactive,884882039347,C,2006,https://system.netsuite.com/core/media/media.nl?id=5266&c=4138030&h=yF9lkvprq8vAmQs2zGeJ17J0kLPyvreNPs1QGwHHP9Iycij6
19598,101.5,Twisted X,Saddle Distressed/Turquoise,19598,WRS0004 : WRS0004-B-05.5,194.95 ,WRS0004,WRS0004-B-05.5,Fall,05.5,Inactive,884882048776,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19599,101.5,Twisted X,Saddle Distressed/Turquoise,19599,WRS0004 : WRS0004-B-06,194.95 ,WRS0004,WRS0004-B-06,Fall,06,Inactive,884882048783,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19600,101.5,Twisted X,Saddle Distressed/Turquoise,19600,WRS0004 : WRS0004-B-06.5,194.95 ,WRS0004,WRS0004-B-06.5,Fall,06.5,Inactive,884882048790,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19601,101.5,Twisted X,Saddle Distressed/Turquoise,19601,WRS0004 : WRS0004-B-07,194.95 ,WRS0004,WRS0004-B-07,Fall,07,Inactive,884882048806,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19602,101.5,Twisted X,Saddle Distressed/Turquoise,19602,WRS0004 : WRS0004-B-07.5,194.95 ,WRS0004,WRS0004-B-07.5,Fall,07.5,Inactive,884882048813,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19603,101.5,Twisted X,Saddle Distressed/Turquoise,19603,WRS0004 : WRS0004-B-08,194.95 ,WRS0004,WRS0004-B-08,Fall,08,Inactive,884882048820,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19604,101.5,Twisted X,Saddle Distressed/Turquoise,19604,WRS0004 : WRS0004-B-08.5,194.95 ,WRS0004,WRS0004-B-08.5,Fall,08.5,Inactive,884882048837,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19605,101.5,Twisted X,Saddle Distressed/Turquoise,19605,WRS0004 : WRS0004-B-09,194.95 ,WRS0004,WRS0004-B-09,Fall,09,Inactive,884882048844,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19606,101.5,Twisted X,Saddle Distressed/Turquoise,19606,WRS0004 : WRS0004-B-09.5,194.95 ,WRS0004,WRS0004-B-09.5,Fall,09.5,Inactive,884882048851,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19607,101.5,Twisted X,Saddle Distressed/Turquoise,19607,WRS0004 : WRS0004-B-10,194.95 ,WRS0004,WRS0004-B-10,Fall,10,Inactive,884882048868,B,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19608,101.5,Twisted X,Saddle Distressed/Turquoise,19608,WRS0004 : WRS0004-C-05.5,194.95 ,WRS0004,WRS0004-C-05.5,Fall,05.5,Inactive,884882050564,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19609,101.5,Twisted X,Saddle Distressed/Turquoise,19609,WRS0004 : WRS0004-C-06,194.95 ,WRS0004,WRS0004-C-06,Fall,06,Inactive,884882050571,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19610,101.5,Twisted X,Saddle Distressed/Turquoise,19610,WRS0004 : WRS0004-C-06.5,194.95 ,WRS0004,WRS0004-C-06.5,Fall,06.5,Inactive,884882050588,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19611,101.5,Twisted X,Saddle Distressed/Turquoise,19611,WRS0004 : WRS0004-C-07,194.95 ,WRS0004,WRS0004-C-07,Fall,07,Inactive,884882050595,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19612,101.5,Twisted X,Saddle Distressed/Turquoise,19612,WRS0004 : WRS0004-C-07.5,194.95 ,WRS0004,WRS0004-C-07.5,Fall,07.5,Inactive,884882050601,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
19613,101.5,Twisted X,Saddle Distressed/Turquoise,19613,WRS0004 : WRS0004-C-08,194.95 ,WRS0004,WRS0004-C-08,Fall,08,Inactive,884882050618,C,2007,https://system.netsuite.com/core/media/media.nl?id=6948&c=4138030&h=w2WBwl3Z9sB3eliXyCzAWPukCm2CF55My_t2CmxJNVmYdNdV
